"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PoolQC_f","MiscFeature_f","Condition2_f","YearRemodeDecile","MoSoldQtr","AgeofHouse","Time_Since_Remodel","num_ext_materials","num_basmt_materials","perc_2nd_1st_floor","perc_1st_tot_floor","perc_unf_bsmt","num_excellents","perc_openArea","predicted_price"
56,"20","RL",100,10175,"Missing","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam",6,5,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,"TA","TA","CBlock","TA","TA","No","BLQ",490,"Unf",1425,"GasA","Gd","Y","SBrkr",1425,0,1425,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd","RFn",2,576,"TA","TA","Y",0,0,0,407,0,"No Fence",0,2008,"WD","Normal",180500,0,"0",1,"2","Q3",44,44,2,2,0,1,0.656140350877193,0,0.85995085995086,169154.623670561
57,"160","FV",24,2645,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Twnhs",8,5,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",649,"Unf",970,"GasA","Ex","Y","SBrkr",983,0,1739,1,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","Fin",2,480,"TA","TA","Y",115,0,0,0,0,"No Fence",0,2009,"WD","Abnorml",172500,0,"0",1,"4","Q3",10,9,1,2,0.769074262461852,0.565267395054629,0.330927835051546,0.111111111111111,0.62835538752363,195812.9997861
58,"60","RL",89,11645,"Missing","IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",860,"GasA","Ex","Y","SBrkr",860,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",2,565,"TA","TA","Y",0,70,0,0,0,"No Fence",0,2006,"WD","Normal",196500,0,"0",1,"4","Q3",2,2,1,0,1,0.5,1,0.111111111111111,0.926148561614427,194731.876868057
59,"60","RL",66,13682,"Missing","IR2","HLS","CulDSac","Gtl","StoneBr","Norm","1Fam",10,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",1410,"GasA","Ex","Y","SBrkr",1426,0,2945,0,0,3,1,3,1,"Gd",10,"Typ",1,"Gd","BuiltIn","Fin",3,641,"TA","TA","Y",192,0,37,0,0,"No Fence",0,2006,"New","Partial",438780,0,"0",1,"4","Q4",0,0,1,0,1.06521739130435,0.484210526315789,1,0.333333333333333,0.895775471422307,433076.563879587
62,"75","RM",60,7200,"Missing","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam",5,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",530,"GasA","TA","N","SBrkr",581,0,1111,0,0,1,0,3,1,"Fa",6,"Typ",0,"No Fireplace","Detchd","Unf",1,288,"TA","TA","N",0,0,144,0,0,"No Fence",0,2007,"WD","Normal",101000,0,"0",1,"4","Q1",87,11,1,0,0.912220309810671,0.522952295229523,1,0,0.919305555555556,110036.765977132
63,"120","RL",44,6442,"Missing","IR1","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",1370,"GasA","Ex","Y","SBrkr",1370,0,1370,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,484,"TA","TA","Y",120,49,0,0,0,"No Fence",0,2007,"WD","Normal",202500,0,"0",1,"4","Q4",1,1,1,2,0,1,0.982481751824818,0.111111111111111,0.787333126358274,218126.350984869
68,"20","RL",72,10665,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ",1013,"Unf",1453,"GasA","Ex","Y","SBrkr",1479,0,1479,1,0,2,0,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",2,558,"TA","TA","Y",144,29,0,0,0,"No Fence",0,2007,"WD","Normal",226000,0,"0",1,"4","Q2",4,4,1,2,0,1,0.302821748107364,0.111111111111111,0.861322081575246,212645.580009476
70,"50","RL",81,15593,"Missing","Reg","Lvl","Corner","Gtl","ClearCr","Norm","1Fam",7,4,"Gable","CompShg","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",603,"Unf",1304,"GasW","TA","Y","SBrkr",1304,0,2287,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,667,"TA","TA","Y",0,21,114,0,0,"No Fence",0,2006,"WD","Normal",225000,0,"0",1,"2","Q3",53,53,2,2,0.753834355828221,0.570179274158286,0.537576687116564,0,0.916372731353813,215877.961438575
71,"20","RL",95,13651,"Missing","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam",7,6,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","ALQ",1880,"Unf",2223,"GasA","Ex","Y","SBrkr",2223,0,2223,1,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd","Fin",2,516,"TA","TA","Y",300,0,0,0,0,"No Fence",0,2007,"WD","Normal",244000,0,"0",1,"3","Q1",34,34,1,2,0,1,0.15429599640126,0.111111111111111,0.837154787195077,276629.03503828
73,"60","RL",74,10141,"Missing","IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",832,"GasA","Gd","Y","SBrkr",885,0,1718,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,427,"TA","TA","Y",0,94,0,0,291,"No Fence",0,2009,"WD","Normal",185000,0,"0",1,"4","Q4",11,11,1,0,0.941242937853107,0.515133876600699,1,0,0.912730499950695,195188.056268492
74,"20","RL",85,10200,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",1086,"GasA","Gd","Y","SBrkr",1086,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",2,490,"TA","TA","Y",0,0,0,0,0,"GdWo",0,2010,"WD","Normal",144900,0,"0",1,"4","Q2",56,7,1,2,0,1,0.372007366482505,0,0.893529411764706,140377.974180928
75,"50","RM",60,5790,"Missing","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam",3,6,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",840,"GasA","Gd","N","SBrkr",840,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,"No Fireplace","Detchd","Unf",1,379,"TA","TA","Y",0,0,202,0,0,"No Fence",0,2010,"WD","Normal",107400,0,"0",1,"1","Q2",95,60,1,0,0.910714285714286,0.523364485981308,1,0,0.854922279792746,103278.857924527
76,"180","RM",21,1596,"Missing","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Twnhs",4,5,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",462,"Unf",462,"GasA","TA","Y","SBrkr",526,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","BuiltIn","Unf",1,297,"TA","TA","Y",120,101,0,0,0,"GdWo",0,2009,"WD","Normal",91000,0,"0",1,"3","Q4",36,36,2,2,0.878326996197719,0.532388663967611,0,0,0.670426065162907,97347.8763553882
78,"50","RM",50,8635,"Missing","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ",672,"GasA","TA","Y","SBrkr",1072,0,1285,1,0,1,0,2,1,"TA",6,"Min1",0,"No Fireplace","Detchd","Unf",1,240,"TA","TA","Y",0,0,0,0,0,"MnPrv",0,2008,"WD","Normal",127000,0,"0",1,"4","Q1",60,7,1,2,0.198694029850746,0.834241245136187,0.438988095238095,0,0.875854082223509,122415.017781666
79,"90","RL",72,10778,"Missing","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Duplex",4,5,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1768,"GasA","TA","N","SBrkr",1768,0,1768,0,0,2,0,4,2,"TA",8,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","Y",0,0,0,0,0,"No Fence",0,2010,"WD","Normal",136500,0,"0",1,"2","Q2",42,42,1,0,0,1,1,0,0.83596214511041,125446.818130647
80,"50","RM",60,10440,"Grvl","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",440,"GasA","Gd","Y","SBrkr",682,0,1230,0,0,1,1,2,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",2,440,"TA","TA","Y",74,0,128,0,0,"MnPrv",0,2009,"WD","Normal",110000,0,"0",1,"3","Q2",99,28,1,0,0.803519061583578,0.554471544715447,1,0,0.934674329501916,113464.324756854
81,"60","RL",100,13000,"Missing","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam",6,6,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec",448,"Unf",896,"GasA","TA","Y","SBrkr",1182,0,2142,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",1,509,"TA","TA","Y",0,72,0,0,252,"No Fence",0,2009,"WD","Normal",193500,0,"0",1,"2","Q2",41,41,1,2,0.812182741116751,0.551820728291317,0.5,0,0.909076923076923,198475.706908265
83,"20","RL",78,10206,"Missing","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam",8,5,"Gable","CompShg","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ",33,"Unf",1563,"GasA","Ex","Y","SBrkr",1563,0,1563,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",3,758,"TA","TA","Y",144,99,0,0,0,"No Fence",0,2008,"WD","Normal",245000,0,"0",1,"4","Q4",1,1,1,2,0,1,0.978886756238004,0.111111111111111,0.846854791299236,231773.59151109
85,"80","RL",69,8530,"Missing","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",384,"GasA","Gd","Y","SBrkr",804,0,1474,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn","Fin",2,400,"TA","TA","Y",120,72,0,0,0,"No Fence",700,2009,"WD","Normal",168500,0,"1",1,"4","Q2",14,13,1,0,0.833333333333333,0.545454545454545,1,0,0.905744431418523,165789.090790704
89,"50","C (all)",105,8470,"Missing","IR1","Lvl","Corner","Gtl","IDOTRR","Feedr","1Fam",3,2,"Hip","CompShg","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",1013,"GasA","TA","N","SBrkr",1013,513,1526,0,0,1,0,2,1,"Fa",6,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","N",0,0,156,0,0,"MnPrv",0,2009,"ConLD","Abnorml",85000,0,"0",0,"3","Q4",94,27,1,0,0,0.663826998689384,1,0,0.880401416765053,50112.3139890982
90,"20","RL",60,8070,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",4,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",588,"Unf",990,"GasA","Ex","Y","SBrkr",990,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","Y",0,0,0,0,0,"No Fence",0,2007,"WD","Normal",123600,0,"0",1,"4","Q3",13,12,1,2,0,1,0.406060606060606,0.111111111111111,0.877323420074349,122752.091206989
91,"20","RL",60,7200,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",4,5,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","TA","Y","FuseA",1040,0,1040,0,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","Detchd","Unf",2,420,"TA","TA","Y",0,29,0,0,0,"No Fence",0,2006,"WD","Normal",109900,0,"0",1,"1","Q3",56,56,2,-1,0,1,-1,0,0.855555555555556,106072.913043773
92,"20","RL",85,8500,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,3,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec",600,"Unf",1235,"GasA","TA","Y","SBrkr",1235,0,1235,0,0,1,0,2,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",2,480,"TA","TA","Y",0,0,0,0,0,"GdWo",0,2006,"WD","Abnorml",98600,0,"0",1,"2","Q4",45,45,1,2,0,1,0.51417004048583,0,0.854705882352941,116630.426289259
93,"30","RL",80,13360,"Grvl","IR1","HLS","Inside","Gtl","Crawfor","Norm","1Fam",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ",713,"Unf",876,"GasA","Ex","Y","SBrkr",964,0,964,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",2,432,"TA","TA","Y",0,0,44,0,0,"No Fence",0,2009,"WD","Normal",163500,0,"0",1,"4","Q3",88,3,1,2,0,1,0.186073059360731,0.111111111111111,0.927844311377246,144908.619369133
94,"190","C (all)",60,7200,"Missing","Reg","Lvl","Corner","Gtl","OldTown","Norm","2fmCon",6,6,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec",1046,"Unf",1214,"GasW","Ex","N","SBrkr",1260,0,2291,0,1,2,0,4,2,"TA",9,"Typ",1,"Gd","Detchd","Unf",2,506,"TA","TA","Y",0,0,0,0,99,"No Fence",0,2007,"WD","Normal",133900,0,"0",1,"4","Q4",97,9,1,2,0.818253968253968,0.549978175469227,0.13838550247117,0.111111111111111,0.825,149775.630641174
95,"60","RL",69,9337,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",648,"Unf",824,"GasA","Ex","Y","SBrkr",905,0,1786,1,0,2,1,3,1,"Gd",7,"Typ",0,"No Fireplace","Attchd","RFn",2,684,"TA","TA","Y",0,162,0,0,0,"No Fence",0,2007,"WD","Normal",204750,0,"0",1,"4","Q2",10,10,1,2,0.973480662983425,0.506718924972004,0.213592233009709,0.111111111111111,0.903073792438685,193462.313740386
96,"60","RL",69,9765,"Missing","IR2","Lvl","Corner","Gtl","Gilbert","Norm","1Fam",6,8,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","ALQ",310,"Unf",680,"GasA","Gd","Y","SBrkr",680,0,1470,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","BuiltIn","Fin",2,420,"TA","TA","Y",232,63,0,0,0,"No Fence",480,2009,"WD","Normal",185000,0,"1",1,"4","Q2",16,16,1,2,1.16176470588235,0.462585034013605,0.544117647058823,0.111111111111111,0.930363543266769,193045.530659109
97,"20","RL",78,10264,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ",1162,"Unf",1588,"GasA","Ex","Y","SBrkr",1588,0,1588,0,0,2,0,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,472,"TA","TA","Y",158,29,0,0,0,"No Fence",0,2006,"WD","Normal",214000,0,"0",1,"4","Q3",7,7,1,2,0,1,0.268261964735516,0.111111111111111,0.845284489477786,211978.371408147
98,"20","RL",73,10921,"Missing","Reg","HLS","Inside","Gtl","Edwards","Norm","1Fam",4,5,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec",520,"Unf",960,"GasA","TA","Y","FuseF",960,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Fin",1,432,"TA","TA","P",120,0,0,0,0,"No Fence",0,2007,"WD","Normal",94750,0,"0",1,"2","Q2",42,42,1,2,0,1,0.458333333333333,0,0.91209596190825,108470.431590119
99,"30","RL",85,10625,"Missing","Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",108,"Unf",458,"GasA","Fa","N","SBrkr",835,0,835,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Basment","Unf",1,366,"Fa","TA","Y",0,0,77,0,0,"No Fence",400,2010,"COD","Abnorml",83000,0,"1",1,"1","Q2",90,60,1,2,0,1,0.764192139737991,0,0.921411764705882,80515.4517155804
100,"20","RL",77,9320,"Missing","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam",4,5,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Unf",950,"GasA","Fa","Y","SBrkr",1225,0,1225,1,0,1,1,3,1,"TA",6,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","Y",352,0,0,0,0,"No Fence",400,2010,"WD","Normal",128950,0,"1",1,"2","Q1",51,51,1,2,0,1,0.401052631578947,0,0.868562231759657,115802.975495208
103,"90","RL",64,7018,"Missing","Reg","Bnk","Inside","Gtl","SawyerW","Norm","Duplex",5,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Fa","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","TA","Y","SBrkr",1535,0,1535,0,0,2,0,4,2,"TA",8,"Typ",0,"No Fireplace","Attchd","Unf",2,410,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2009,"WD","Alloca",118964,0,"0",1,"3","Q2",30,30,1,-1,0,1,-1,0,0.781276717013394,116347.039972771
104,"20","RL",94,10402,"Missing","IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",1226,"GasA","Ex","Y","SBrkr",1226,0,1226,0,0,2,0,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",3,740,"TA","TA","Y",0,36,0,0,0,"No Fence",0,2010,"WD","Normal",198900,0,"0",1,"4","Q2",1,1,1,0,0,1,1,0.111111111111111,0.882138050374928,182045.294848417
105,"50","RM",69,7758,"Missing","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","1Fam",7,4,"Gable","CompShg","Stucco","Stucco","BrkFace",600,"TA","Fa","PConc","TA","TA","No","LwQ",224,"Unf",1040,"GasA","Ex","Y","FuseF",1226,0,1818,0,0,1,1,4,1,"TA",7,"Typ",2,"TA","Detchd","Unf",1,240,"TA","TA","Y",0,0,0,0,184,"No Fence",0,2007,"WD","Normal",169500,0,"0",1,"1","Q2",76,57,1,2,0.482871125611745,0.674367436743674,0.784615384615385,0.111111111111111,0.841969579788605,166409.076783873
106,"60","FV",75,9375,"Missing","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam",8,5,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",1053,"GasA","Ex","Y","SBrkr",1053,0,1992,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd","RFn",2,648,"TA","TA","Y",140,45,0,0,0,"No Fence",0,2008,"WD","Normal",250000,0,"0",1,"4","Q3",5,4,1,0,0.891737891737892,0.528614457831325,1,0.222222222222222,0.88768,257984.356722654
107,"30","RM",60,10800,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",4,7,"Mansard","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",641,"GasA","Gd","Y","SBrkr",1047,0,1047,0,0,1,0,2,1,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",1,273,"Fa","Fa","N",0,0,0,0,0,"No Fence",450,2007,"WD","Normal",100000,0,"1",1,"4","Q3",122,12,1,0,0,1,1,0,0.903055555555556,91602.1310124385
109,"50","RM",85,8500,"Missing","Reg","Lvl","Corner","Gtl","IDOTRR","Artery","1Fam",5,7,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",793,"GasW","TA","N","FuseF",997,0,1517,0,0,2,0,3,1,"Fa",7,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","N",0,0,144,0,0,"No Fence",0,2007,"WD","Normal",115000,0,"0",1,"4","Q3",88,2,2,0,0.521564694082247,0.65721819380356,1,0,0.882705882352941,121800.813094867
110,"20","RL",105,11751,"Missing","IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam",6,6,"Hip","CompShg","Plywood","Plywood","BrkFace",480,"TA","TA","CBlock","Gd","TA","No","BLQ",705,"Unf",1844,"GasA","Ex","Y","SBrkr",1844,0,1844,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,546,"TA","TA","Y",0,122,0,0,0,"MnPrv",0,2010,"COD","Normal",190000,0,"0",1,"3","Q1",33,33,1,2,0,1,0.617678958785249,0.111111111111111,0.843077184920432,199568.261366609
112,"80","RL",69,7750,"Missing","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",250,"Unf",384,"GasA","Ex","Y","SBrkr",774,0,1430,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn","Fin",2,400,"TA","TA","Y",180,0,0,0,0,"No Fence",0,2010,"WD","Normal",180000,0,"0",1,"4","Q2",10,10,1,2,0.847545219638243,0.541258741258741,0.348958333333333,0.111111111111111,0.900129032258065,177775.654083692
114,"20","RL",69,21000,"Missing","Reg","Bnk","Corner","Gtl","Crawfor","Norm","1Fam",6,5,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",184,"TA","Gd","CBlock","Gd","TA","Mn","ALQ",35,"Rec",1809,"GasA","TA","Y","SBrkr",2259,0,2259,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Basment","Unf",2,450,"TA","TA","Y",166,120,192,0,0,"MnPrv",0,2007,"COD","Abnorml",217000,0,"0",1,"2","Q4",54,54,1,2,0,1,0.500276395798784,0,0.892428571428571,219982.276858842
115,"70","RL",61,7259,"Missing","IR1","Lvl","Inside","Mod","Crawfor","Norm","1Fam",6,8,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",774,"LwQ",1028,"GasA","Ex","Y","SBrkr",1436,0,2320,1,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Detchd","Unf",1,180,"TA","TA","Y",224,0,0,0,0,"MnPrv",0,2007,"WD","Normal",259500,0,"0",1,"4","Q3",62,5,1,2,0.615598885793872,0.618965517241379,0.101167315175097,0.111111111111111,0.802176608348257,241400.750148066
117,"20","RL",69,11616,"Missing","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam",5,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","TA","No","LwQ",170,"BLQ",1092,"GasA","TA","Y","SBrkr",1092,0,1092,0,1,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd","Unf",1,288,"TA","TA","Y",0,20,144,0,0,"No Fence",0,2009,"WD","Normal",139000,0,"0",1,"2","Q3",47,47,1,2,0,1,0.230769230769231,0,0.90599173553719,124660.326159463
119,"60","RL",90,12376,"Missing","Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam",7,5,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",1470,"Unf",1673,"GasA","Gd","Y","SBrkr",1699,0,3222,1,0,3,0,5,1,"Gd",11,"Typ",2,"TA","Attchd","Unf",3,594,"TA","TA","Y",367,0,0,0,0,"No Fence",0,2010,"WD","Normal",320000,0,"0",1,"3","Q2",20,20,1,2,0.896409652736904,0.527312228429547,0.121338912133891,0,0.862718164188752,318712.65411276
120,"60","RL",65,8461,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",728,"GasA","Ex","Y","SBrkr",728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",2,390,"TA","TA","Y",0,24,0,0,0,"No Fence",0,2006,"New","Partial",163990,0,"0",1,"4","Q3",1,0,1,0,1,0.5,1,0.111111111111111,0.91395816097388,179441.017688434
123,"20","RL",75,9464,"Missing","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam",6,7,"Hip","CompShg","MetalSd","MetalSd","BrkFace",135,"TA","Gd","CBlock","TA","TA","No","BLQ",570,"Unf",1080,"GasA","Gd","Y","SBrkr",1080,0,1080,0,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Attchd","Unf",1,288,"TA","TA","Y",0,0,0,0,130,"No Fence",0,2008,"WD","Normal",136000,0,"0",1,"2","Q2",50,50,1,2,0,1,0.472222222222222,0,0.885883347421809,139502.920803647
124,"120","RL",55,7892,"Missing","Reg","Lvl","Inside","Gtl","SawyerW","Norm","TwnhsE",6,5,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",1199,"GasA","Ex","Y","SBrkr",1199,0,1199,0,0,2,0,2,1,"Gd",5,"Typ",0,"No Fireplace","Attchd","RFn",2,530,"TA","TA","Y",0,63,0,0,0,"No Fence",0,2008,"WD","Normal",153900,0,"0",1,"4","Q1",15,15,1,2,0,1,0.749791492910759,0.111111111111111,0.848073998986315,156797.457705076
